Year,Round,Race,Circuit,Date,Driver,Constructor,Grid,Position,Status,Q1,Q2,Q3,Weather,Temp,Precip,Winner,ConstructorWinRate_AllTime,ConstructorWinRate_Recent,Q1_secs,Q2_secs,Q3_secs,BestQualiTime,DriverRecentTop3Rate
2019,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,12-05-2019,Daniil Kvyat,Toro Rosso,9,9,Finished,01:17.9,01:17.2,01:17.6,Clear,16.2,0,0,0.001865672,,77.914,77.243,77.573,77.243,0
2019,6,Monaco Grand Prix,Circuit de Monaco,26-05-2019,Daniil Kvyat,Toro Rosso,7,7,Finished,01:11.6,01:11.4,01:11.3,"Rain, Partially cloudy",18.4,0.332,0,0.001865672,,71.602,71.412,71.271,71.271,0
2019,7,Canadian Grand Prix,Circuit Gilles Villeneuve,09-06-2019,Daniil Kvyat,Toro Rosso,10,10,+1 Lap,01:12.0,01:11.9,99:99.999,Clear,22.9,0,0,0.001865672,,71.965,71.921,6039.999,71.921,0
2019,8,French Grand Prix,Circuit Paul Ricard,23-06-2019,Daniil Kvyat,Toro Rosso,19,14,+1 Lap,01:31.6,99:99.999,99:99.999,Partially cloudy,23,0,0,0.001865672,,91.564,6039.999,6039.999,91.564,0
2019,9,Austrian Grand Prix,Red Bull Ring,30-06-2019,Daniil Kvyat,Toro Rosso,16,17,+1 Lap,01:05.3,99:99.999,99:99.999,Clear,23.6,0,0,0.001865672,,65.324,6039.999,6039.999,65.324,0
2019,10,British Grand Prix,Silverstone Circuit,14-07-2019,Daniil Kvyat,Toro Rosso,17,9,Finished,01:26.7,99:99.999,99:99.999,Partially cloudy,15.7,0,0,0.001865672,,86.721,6039.999,6039.999,86.721,0
2019,11,German Grand Prix,Hockenheimring,28-07-2019,Daniil Kvyat,Toro Rosso,14,3,Finished,01:13.3,01:13.1,99:99.999,"Rain, Overcast",20.4,8.637,0,0.001865672,,73.278,73.135,6039.999,73.135,0
2019,12,Hungarian Grand Prix,Hungaroring,04-08-2019,Daniil Kvyat,Toro Rosso,13,15,+2 Laps,01:16.8,01:16.7,99:99.999,Rain,20.2,0.058,0,0.001865672,,76.75,76.692,6039.999,76.692,0.2
2019,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,01-09-2019,Daniil Kvyat,Toro Rosso,19,7,Finished,01:46.5,99:99.999,99:99.999,"Rain, Partially cloudy",13.6,0.108,0,0.001865672,,106.518,6039.999,6039.999,106.518,0.2
2019,14,Italian Grand Prix,Autodromo Nazionale di Monza,08-09-2019,Daniil Kvyat,Toro Rosso,12,19,Engine,01:20.7,01:20.6,99:99.999,"Rain, Partially cloudy",14.1,13.397,0,0.001865672,,80.723,80.63,6039.999,80.63,0.2
2019,15,Singapore Grand Prix,Marina Bay Street Circuit,22-09-2019,Daniil Kvyat,Toro Rosso,14,15,Finished,01:40.0,99:99.999,99:99.999,Partially cloudy,29.7,0,0,0.001865672,,99.957,6039.999,6039.999,99.957,0.2
2019,16,Russian Grand Prix,Sochi Autodrom,29-09-2019,Daniil Kvyat,Toro Rosso,19,12,Finished,01:39.5,99:99.999,99:99.999,"Rain, Partially cloudy",17.2,0.005,0,0.001865672,,99.544,6039.999,6039.999,99.544,0.2
2019,17,Japanese Grand Prix,Suzuka Circuit,13-10-2019,Daniil Kvyat,Toro Rosso,14,10,+1 Lap,01:29.7,01:29.6,99:99.999,Partially cloudy,20.9,0,0,0.001865672,,89.723,89.563,6039.999,89.563,0
2019,18,Mexican Grand Prix,Autódromo Hermanos Rodríguez,27-10-2019,Daniil Kvyat,Toro Rosso,9,11,+1 Lap,01:17.0,01:16.7,01:16.5,"Rain, Partially cloudy",16.5,2.3,0,0.001865672,,77.041,76.657,76.469,76.469,0
2019,19,United States Grand Prix,Circuit of the Americas,03-11-2019,Daniil Kvyat,Toro Rosso,13,12,+1 Lap,01:34.1,01:34.0,99:99.999,Partially cloudy,12.9,0,0,0.001865672,,94.138,93.989,6039.999,93.989,0
2019,20,Brazilian Grand Prix,Autódromo José Carlos Pace,17-11-2019,Daniil Kvyat,Toro Rosso,16,10,Finished,01:09.3,99:99.999,99:99.999,Partially cloudy,18,0,0,0.001865672,,69.32,6039.999,6039.999,69.32,0
2019,21,Abu Dhabi Grand Prix,Yas Marina Circuit,01-12-2019,Daniil Kvyat,Toro Rosso,13,9,+1 Lap,01:37.7,01:37.1,99:99.999,Partially cloudy,24,0,0,0.001865672,,97.683,97.141,6039.999,97.141,0
2020,1,Austrian Grand Prix,Red Bull Ring,05-07-2020,Daniil Kvyat,AlphaTauri,13,12,Suspension,01:05.0,01:04.4,99:99.999,Clear,19.2,0,0,0.006024096,0.006024096,65.031,64.431,6039.999,64.431,0
2020,2,Styrian Grand Prix,Red Bull Ring,12-07-2020,Daniil Kvyat,AlphaTauri,13,10,+1 Lap,01:19.8,01:19.7,99:99.999,Partially cloudy,14.8,0,0,0.006024096,0.006024096,79.824,79.717,6039.999,79.717,0
2020,3,Hungarian Grand Prix,Hungaroring,19-07-2020,Daniil Kvyat,AlphaTauri,17,12,+1 Lap,01:16.2,99:99.999,99:99.999,"Rain, Partially cloudy",17.6,4.857,0,0.006024096,0.006024096,76.204,6039.999,6039.999,76.204,0
2020,4,British Grand Prix,Silverstone Circuit,02-08-2020,Daniil Kvyat,AlphaTauri,19,18,Accident,01:26.8,01:26.7,99:99.999,"Rain, Partially cloudy",16.3,0.024,0,0.006024096,0.006024096,86.774,86.744,6039.999,86.744,0
2020,5,70th Anniversary Grand Prix,Silverstone Circuit,09-08-2020,Daniil Kvyat,AlphaTauri,16,10,Finished,01:27.9,99:99.999,99:99.999,Partially cloudy,20,0,0,0.006024096,0.006024096,87.882,6039.999,6039.999,87.882,0
2020,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,16-08-2020,Daniil Kvyat,AlphaTauri,12,12,+1 Lap,01:17.7,01:17.2,99:99.999,Partially cloudy,25.2,0,0,0.006024096,0.006024096,77.676,77.192,6039.999,77.192,0
2020,7,Belgian Grand Prix,Circuit de Spa-Francorchamps,30-08-2020,Daniil Kvyat,AlphaTauri,11,11,Finished,01:43.3,01:42.7,99:99.999,"Rain, Partially cloudy",11.1,9.158,0,0.006024096,0.006024096,103.267,102.73,6039.999,102.73,0
2020,8,Italian Grand Prix,Autodromo Nazionale di Monza,06-09-2020,Daniil Kvyat,AlphaTauri,11,9,Finished,01:20.3,01:20.2,99:99.999,"Rain, Partially cloudy",21.1,0.582,0,0.006024096,0.006024096,80.307,80.169,6039.999,80.169,0
2020,9,Tuscan Grand Prix,Autodromo Internazionale del Mugello,13-09-2020,Daniil Kvyat,AlphaTauri,12,7,Finished,01:16.9,01:16.9,99:99.999,Clear,25.3,0,0,0.006024096,0.006024096,76.928,76.854,6039.999,76.854,0
2020,10,Russian Grand Prix,Sochi Autodrom,27-09-2020,Daniil Kvyat,AlphaTauri,11,8,Finished,01:33.5,01:33.2,99:99.999,Clear,23.3,0,0,0.006024096,0.006024096,93.511,93.249,6039.999,93.249,0
2020,11,Eifel Grand Prix,Nürburgring,11-10-2020,Daniil Kvyat,AlphaTauri,13,15,Finished,01:27.3,01:26.8,99:99.999,"Rain, Partially cloudy",7.4,0.141,0,0.006024096,0.006024096,87.285,86.848,6039.999,86.848,0
2020,12,Portuguese Grand Prix,Autódromo Internacional do Algarve,25-10-2020,Daniil Kvyat,AlphaTauri,13,19,+2 Laps,01:17.8,01:17.7,99:99.999,"Rain, Partially cloudy",16.9,1.563,0,0.006024096,0.006024096,77.841,77.728,6039.999,77.728,0
2020,13,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,01-11-2020,Daniil Kvyat,AlphaTauri,8,4,Finished,01:15.4,01:15.0,01:14.7,"Rain, Partially cloudy",13.1,0.135,0,0.006024096,0.006024096,75.412,75.022,74.696,74.696,0
2020,14,Turkish Grand Prix,Istanbul Park,15-11-2020,Daniil Kvyat,AlphaTauri,16,12,+1 Lap,02:09.1,99:99.999,99:99.999,"Rain, Partially cloudy",11.9,0.031,0,0.006024096,0.006024096,129.07,6039.999,6039.999,129.07,0
2020,15,Bahrain Grand Prix,Bahrain International Circuit,29-11-2020,Daniil Kvyat,AlphaTauri,10,11,+1 Lap,01:29.2,01:28.9,01:28.6,"Rain, Partially cloudy",24.5,0.3,0,0.006024096,0.006024096,89.158,88.944,88.618,88.618,0
2020,16,Sakhir Grand Prix,Bahrain International Circuit,06-12-2020,Daniil Kvyat,AlphaTauri,6,7,Finished,00:54.3,00:53.9,00:53.9,"Rain, Partially cloudy",23.4,0.1,0,0.006024096,0.006024096,54.346,53.856,53.906,53.856,0
2020,17,Abu Dhabi Grand Prix,Yas Marina Circuit,13-12-2020,Daniil Kvyat,AlphaTauri,7,11,+1 Lap,01:36.5,01:36.2,01:36.0,Partially cloudy,21.5,0,0,0.006024096,0.006024096,96.459,96.214,95.963,95.963,0
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,12-03-2000,David Coulthard,McLaren,2,19,Engine,01:30.9,99:99.999,99:99.999,Partially cloudy,21.7,0,0,0.068893528,0.03271028,90.91,6039.999,6039.999,90.91,0
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,26-03-2000,David Coulthard,McLaren,2,11,Disqualified,99:99.999,99:99.999,99:99.999,Overcast,21.5,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,09-04-2000,David Coulthard,McLaren,3,3,Finished,01:25.0,99:99.999,99:99.999,Partially cloudy,11.2,0,0,0.068893528,0.03271028,85.014,6039.999,6039.999,85.014,0
2000,4,British Grand Prix,Silverstone Circuit,23-04-2000,David Coulthard,McLaren,4,1,Finished,01:26.1,99:99.999,99:99.999,"Rain, Partially cloudy",8.6,1.181,1,0.068893528,0.03271028,86.088,6039.999,6039.999,86.088,0
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,07-05-2000,David Coulthard,McLaren,4,2,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,17.1,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0
2000,6,European Grand Prix,Nürburgring,21-05-2000,David Coulthard,McLaren,1,3,+1 Lap,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",7.9,5.1,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.6
2000,7,Monaco Grand Prix,Circuit de Monaco,04-06-2000,David Coulthard,McLaren,3,1,Finished,99:99.999,99:99.999,99:99.999,Clear,22.8,0,1,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.8
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,18-06-2000,David Coulthard,McLaren,2,7,Finished,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",14,1,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,1
2000,9,French Grand Prix,Circuit de Nevers Magny-Cours,02-07-2000,David Coulthard,McLaren,2,1,Finished,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",22.8,2.179,1,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.8
2000,10,Austrian Grand Prix,Red Bull Ring,16-07-2000,David Coulthard,McLaren,2,2,Finished,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",13.9,0.203,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.8
2000,11,German Grand Prix,Hockenheimring,30-07-2000,David Coulthard,McLaren,1,3,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,18.1,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.8
2000,12,Hungarian Grand Prix,Hungaroring,13-08-2000,David Coulthard,McLaren,2,3,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,26.1,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.8
2000,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,27-08-2000,David Coulthard,McLaren,5,4,Finished,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",15.3,16.752,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.8
2000,14,Italian Grand Prix,Autodromo Nazionale di Monza,10-09-2000,David Coulthard,McLaren,5,18,Collision,99:99.999,99:99.999,99:99.999,Clear,19.5,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.8
2000,15,United States Grand Prix,Indianapolis Motor Speedway,24-09-2000,David Coulthard,McLaren,2,5,Finished,99:99.999,99:99.999,99:99.999,"Rain, Overcast",14.4,5.9,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.6
2000,16,Japanese Grand Prix,Suzuka Circuit,08-10-2000,David Coulthard,McLaren,3,3,Finished,01:36.2,99:99.999,99:99.999,"Rain, Overcast",19.5,5.682,0,0.068893528,0.03271028,96.236,6039.999,6039.999,96.236,0.4
2000,17,Malaysian Grand Prix,Sepang International Circuit,22-10-2000,David Coulthard,McLaren,3,2,Finished,99:99.999,99:99.999,99:99.999,"Rain, Overcast",28.5,5.983,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.4
2001,1,Australian Grand Prix,Albert Park Grand Prix Circuit,04-03-2001,David Coulthard,McLaren,6,2,Finished,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",20.1,0.093,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.4
2001,2,Malaysian Grand Prix,Sepang International Circuit,18-03-2001,David Coulthard,McLaren,8,3,Finished,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",27.7,17.523,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.6
2001,3,Brazilian Grand Prix,Autódromo José Carlos Pace,01-04-2001,David Coulthard,McLaren,5,1,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,22.9,0,1,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.8
2001,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,15-04-2001,David Coulthard,McLaren,1,2,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,8.4,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,1
2001,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,29-04-2001,David Coulthard,McLaren,3,5,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,14.7,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,1
2001,6,Austrian Grand Prix,Red Bull Ring,13-05-2001,David Coulthard,McLaren,7,1,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,13.6,0,1,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.8
2001,7,Monaco Grand Prix,Circuit de Monaco,27-05-2001,David Coulthard,McLaren,1,5,+1 Lap,99:99.999,99:99.999,99:99.999,Partially cloudy,21.8,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.8
2001,8,Canadian Grand Prix,Circuit Gilles Villeneuve,10-06-2001,David Coulthard,McLaren,3,12,Engine,99:99.999,99:99.999,99:99.999,Partially cloudy,21,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.6
2001,9,European Grand Prix,Nürburgring,24-06-2001,David Coulthard,McLaren,5,3,Finished,99:99.999,99:99.999,99:99.999,Rain,17.6,0.7,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.4
2001,10,French Grand Prix,Circuit de Nevers Magny-Cours,01-07-2001,David Coulthard,McLaren,3,4,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,19.5,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.4
2001,11,British Grand Prix,Silverstone Circuit,15-07-2001,David Coulthard,McLaren,3,19,Suspension,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",12.7,0.211,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.4
2001,12,German Grand Prix,Hockenheimring,29-07-2001,David Coulthard,McLaren,5,12,Engine,99:99.999,99:99.999,99:99.999,Partially cloudy,23.3,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.2
2001,13,Hungarian Grand Prix,Hungaroring,19-08-2001,David Coulthard,McLaren,2,3,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,25,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.2
2001,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,02-09-2001,David Coulthard,McLaren,9,2,Finished,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",10.6,1.163,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.4
2001,15,Italian Grand Prix,Autodromo Nazionale di Monza,16-09-2001,David Coulthard,McLaren,6,20,Engine,99:99.999,99:99.999,99:99.999,Partially cloudy,16.1,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.4
2001,16,United States Grand Prix,Indianapolis Motor Speedway,30-09-2001,David Coulthard,McLaren,7,3,Finished,01:12.5,99:99.999,99:99.999,Clear,14.8,0,0,0.068893528,0.03271028,72.5,6039.999,6039.999,72.5,0.4
2001,17,Japanese Grand Prix,Suzuka Circuit,14-10-2001,David Coulthard,McLaren,7,3,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,17.8,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.6
2002,1,Australian Grand Prix,Albert Park Grand Prix Circuit,03-03-2002,David Coulthard,McLaren,4,9,Gearbox,99:99.999,99:99.999,99:99.999,"Rain, Overcast",15.3,1.036,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.8
2002,2,Malaysian Grand Prix,Sepang International Circuit,17-03-2002,David Coulthard,McLaren,6,20,Engine,01:36.5,99:99.999,99:99.999,"Rain, Partially cloudy",29,0.202,0,0.068893528,0.03271028,96.477,6039.999,6039.999,96.477,0.6
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,31-03-2002,David Coulthard,McLaren,4,3,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,25.9,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.4
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,14-04-2002,David Coulthard,McLaren,6,6,+1 Lap,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",12.3,5.5,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.6
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,28-04-2002,David Coulthard,McLaren,7,3,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,14.6,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.4
2002,6,Austrian Grand Prix,Red Bull Ring,12-05-2002,David Coulthard,McLaren,8,6,Finished,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",15.3,1.796,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.4
2002,7,Monaco Grand Prix,Circuit de Monaco,26-05-2002,David Coulthard,McLaren,2,1,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,18.5,0,1,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.4
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,09-06-2002,David Coulthard,McLaren,8,2,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,19.6,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.6
2002,9,European Grand Prix,Nürburgring,23-06-2002,David Coulthard,McLaren,5,21,Collision,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",17.8,0.8,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.6
2002,10,British Grand Prix,Silverstone Circuit,07-07-2002,David Coulthard,McLaren,6,10,+2 Laps,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",15.4,0.329,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.6
2002,11,French Grand Prix,Circuit de Nevers Magny-Cours,21-07-2002,David Coulthard,McLaren,6,3,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,19.8,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.4
2002,12,German Grand Prix,Hockenheimring,28-07-2002,David Coulthard,McLaren,9,5,+1 Lap,99:99.999,99:99.999,99:99.999,Clear,22.6,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.6
2002,13,Hungarian Grand Prix,Hungaroring,18-08-2002,David Coulthard,McLaren,10,5,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,23.5,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.4
2002,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,01-09-2002,David Coulthard,McLaren,6,4,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,13.7,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.2
2002,15,Italian Grand Prix,Autodromo Nazionale di Monza,15-09-2002,David Coulthard,McLaren,7,7,Finished,99:99.999,99:99.999,99:99.999,Clear,18,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.2
2002,16,United States Grand Prix,Indianapolis Motor Speedway,29-09-2002,David Coulthard,McLaren,3,3,Finished,99:99.999,99:99.999,99:99.999,Clear,19.6,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0.2
2002,17,Japanese Grand Prix,Suzuka Circuit,13-10-2002,David Coulthard,McLaren,3,18,Throttle,01:32.1,99:99.999,99:99.999,Clear,19.1,0,0,0.068893528,0.03271028,92.088,6039.999,6039.999,92.088,0.2
2003,1,Australian Grand Prix,Albert Park Grand Prix Circuit,09-03-2003,David Coulthard,McLaren,11,1,Finished,01:29.1,99:99.999,99:99.999,"Rain, Partially cloudy",16.5,4.764,1,0.068893528,0.03271028,89.105,6039.999,6039.999,89.105,0.2
2003,2,Malaysian Grand Prix,Sepang International Circuit,23-03-2003,David Coulthard,McLaren,4,18,Electrical,01:37.5,99:99.999,99:99.999,"Rain, Partially cloudy",29.3,0.757,0,0.068893528,0.03271028,97.454,6039.999,6039.999,97.454,0.4
2003,3,Brazilian Grand Prix,Autódromo José Carlos Pace,06-04-2003,David Coulthard,McLaren,2,4,Finished,01:13.8,99:99.999,99:99.999,Overcast,20.6,0,0,0.068893528,0.03271028,73.818,6039.999,6039.999,73.818,0.4
2003,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,20-04-2003,David Coulthard,McLaren,12,5,Finished,01:23.8,99:99.999,99:99.999,"Rain, Partially cloudy",12.6,0.442,0,0.068893528,0.03271028,83.818,6039.999,6039.999,83.818,0.4
2003,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,04-05-2003,David Coulthard,McLaren,8,16,Collision,01:19.1,99:99.999,99:99.999,Partially cloudy,18,0,0,0.068893528,0.03271028,79.128,6039.999,6039.999,79.128,0.2
2003,6,Austrian Grand Prix,Red Bull Ring,18-05-2003,David Coulthard,McLaren,14,5,Finished,01:10.9,99:99.999,99:99.999,"Rain, Partially cloudy",13.4,0.047,0,0.068893528,0.03271028,70.893,6039.999,6039.999,70.893,0.2
2003,7,Monaco Grand Prix,Circuit de Monaco,01-06-2003,David Coulthard,McLaren,6,7,Finished,01:15.7,99:99.999,99:99.999,Partially cloudy,20,0,0,0.068893528,0.03271028,75.7,6039.999,6039.999,75.7,0
2003,8,Canadian Grand Prix,Circuit Gilles Villeneuve,15-06-2003,David Coulthard,McLaren,11,14,Gearbox,01:17.0,99:99.999,99:99.999,Partially cloudy,16.5,0,0,0.068893528,0.03271028,77.024,6039.999,6039.999,77.024,0
2003,9,European Grand Prix,Nürburgring,29-06-2003,David Coulthard,McLaren,9,15,+4 Laps,01:32.7,99:99.999,99:99.999,Partially cloudy,18.2,0,0,0.068893528,0.03271028,92.742,6039.999,6039.999,92.742,0
2003,10,French Grand Prix,Circuit de Nevers Magny-Cours,06-07-2003,David Coulthard,McLaren,5,5,Finished,01:15.6,99:99.999,99:99.999,"Rain, Partially cloudy",17,0.163,0,0.068893528,0.03271028,75.628,6039.999,6039.999,75.628,0
2003,11,British Grand Prix,Silverstone Circuit,20-07-2003,David Coulthard,McLaren,12,5,Finished,01:22.8,99:99.999,99:99.999,Partially cloudy,17.9,0,0,0.068893528,0.03271028,82.811,6039.999,6039.999,82.811,0
2003,12,German Grand Prix,Hockenheimring,03-08-2003,David Coulthard,McLaren,10,2,Finished,01:16.7,99:99.999,99:99.999,Partially cloudy,26.4,0,0,0.068893528,0.03271028,76.666,6039.999,6039.999,76.666,0
2003,13,Hungarian Grand Prix,Hungaroring,24-08-2003,David Coulthard,McLaren,9,5,Finished,01:23.1,99:99.999,99:99.999,Clear,23.6,0,0,0.068893528,0.03271028,83.06,6039.999,6039.999,83.06,0.2
2003,14,Italian Grand Prix,Autodromo Nazionale di Monza,14-09-2003,David Coulthard,McLaren,8,14,Fuel pressure,01:22.5,99:99.999,99:99.999,"Rain, Partially cloudy",18.7,19.654,0,0.068893528,0.03271028,82.471,6039.999,6039.999,82.471,0.2
2003,15,United States Grand Prix,Indianapolis Motor Speedway,28-09-2003,David Coulthard,McLaren,8,14,Gearbox,01:12.3,99:99.999,99:99.999,"Rain, Partially cloudy",10,1.8,0,0.068893528,0.03271028,72.297,6039.999,6039.999,72.297,0.2
2003,16,Japanese Grand Prix,Suzuka Circuit,12-10-2003,David Coulthard,McLaren,7,3,Finished,01:33.1,99:99.999,99:99.999,"Rain, Overcast",20.3,0.372,0,0.068893528,0.03271028,93.137,6039.999,6039.999,93.137,0.2
2004,1,Australian Grand Prix,Albert Park Grand Prix Circuit,07-03-2004,David Coulthard,McLaren,12,8,+1 Lap,01:27.3,99:99.999,99:99.999,"Rain, Overcast",15.1,0.696,0,0.068893528,0.03271028,87.294,6039.999,6039.999,87.294,0.4
2004,2,Malaysian Grand Prix,Sepang International Circuit,21-03-2004,David Coulthard,McLaren,9,6,Finished,01:34.6,99:99.999,99:99.999,Partially cloudy,28.9,0,0,0.068893528,0.03271028,94.602,6039.999,6039.999,94.602,0.2
2004,3,Bahrain Grand Prix,Bahrain International Circuit,04-04-2004,David Coulthard,McLaren,10,18,Pneumatics,01:31.7,99:99.999,99:99.999,Overcast,25.4,,0,0.068893528,0.03271028,91.719,6039.999,6039.999,91.719,0.2
2004,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,25-04-2004,David Coulthard,McLaren,11,12,+1 Lap,01:21.1,99:99.999,99:99.999,"Rain, Partially cloudy",12.5,13.588,0,0.068893528,0.03271028,81.091,6039.999,6039.999,81.091,0.2
2004,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,09-05-2004,David Coulthard,McLaren,10,10,+1 Lap,01:16.6,99:99.999,99:99.999,Partially cloudy,14.2,0,0,0.068893528,0.03271028,76.636,6039.999,6039.999,76.636,0.2
2004,6,Monaco Grand Prix,Circuit de Monaco,23-05-2004,David Coulthard,McLaren,8,18,Collision,01:15.0,99:99.999,99:99.999,"Rain, Partially cloudy",17.6,0.153,0,0.068893528,0.03271028,74.951,6039.999,6039.999,74.951,0
2004,7,European Grand Prix,Nürburgring,30-05-2004,David Coulthard,McLaren,18,17,Engine,99:99.999,99:99.999,99:99.999,Partially cloudy,15.7,0,0,0.068893528,0.03271028,6039.999,6039.999,6039.999,6039.999,0
2004,8,Canadian Grand Prix,Circuit Gilles Villeneuve,13-06-2004,David Coulthard,McLaren,9,6,+1 Lap,01:13.7,99:99.999,99:99.999,Partially cloudy,19.7,0,0,0.068893528,0.03271028,73.681,6039.999,6039.999,73.681,0
